Name1,Name2,Name3,Price,Discount,Country,Producer,VendorCode,Weight,WeightUnit,Compound,Protein,Fat,Carbo,Portion,Guid,Adult,Link,CategoriesEnum
Палочки Крабовые Снежный Краб,Палочки Крабовые Снежный Краб 150гр,,3.03,,Республика Беларусь,Санта Бремор СП ООО,-895195919,150,гр,Палочки Крабовые Снежный Краб 150гр,,,,,fe93c0a0-889d-4f25-9260-92063108778c,False,https://avatars.mds.yandex.net/get-eda/3735503/3c1e3eb32991f8e398cc8d4c76556f9e/{w}x{h},
Палочки Крабовые Кальмар-Ролл с Сыром,ПАЛОЧКИ КАЛЬМАРОВЫЕ КАЛЬМАР-РОЛЛ С СЫРОМ 180ГР.,,3.69,,Республика Беларусь,Санта Бремор СП ООО,-895195916,180,гр,ПАЛОЧКИ КАЛЬМАРОВЫЕ КАЛЬМАР-РОЛЛ С СЫРОМ 180ГР.,,,,,83f35390-03ac-4e9b-be1a-27c24632c34a,False,https://avatars.mds.yandex.net/get-eda/3559865/c2fd48e25effc18d50ae81b380e1b527/{w}x{h},
Паста Антарктик Криль Авокадо,ПАСТА АНТАРКТИК-КРИЛЬ АВОКАДО 150ГР,,3.32,,Республика Беларусь,Санта Бремор СП ООО,-899763091,150,гр,ПАСТА АНТАРКТИК-КРИЛЬ АВОКАДО 150ГР,,,,,399c7d9d-effd-4aa1-89ec-c063aebd0d22,False,https://avatars.mds.yandex.net/get-eda/3702558/d0d172aa2508ef6c8887c3d90a4957c2/{w}x{h},
Паста Антарктик Криль Сливочно-Чесночный,Паста Антарктик Криль Сливочно-Чесночный 150гр,,3.07,,Республика Беларусь,Санта Бремор СП ООО,-895195912,150,гр,,,,,,3fe8ccfa-2e3a-451d-aa98-aafda4705b5b,False,https://avatars.mds.yandex.net/get-eda/2370127/02c114206e795c90b35a608692f76e2d/{w}x{h},
Паста Кальмар в Сливочном Соусе с Креветкой,ПАСТА КАЛЬМАР РУБЛ. В СЛИВ.СОУСЕ С КРЕВЕТКОЙ 150ГР,,3.14,,Республика Беларусь,Санта Бремор СП ООО,-895195909,150,гр,ПАСТА КАЛЬМАР РУБЛ. В СЛИВ.СОУСЕ С КРЕВЕТКОЙ 150ГР,,,,,129440f7-6dc8-4582-b08a-5e4cf829f8fb,False,https://avatars.mds.yandex.net/get-eda/3807631/7fd62fa3b76cd0a8ec547387b84a12c3/{w}x{h},
Паста Кальмар в Сливочном Соусе с Авокадо,ПАСТА КАЛЬМАР РУБ В СЛИВ.СОУСЕ АВОКАДО 150ГР,,3.14,,Республика Беларусь,Санта Бремор СП ООО,-899818272,150,гр,ПАСТА КАЛЬМАР РУБ В СЛИВ.СОУСЕ АВОКАДО 150ГР,,,,,1c6060d4-b95e-497b-be0d-9dbeebaab4fa,False,https://avatars.mds.yandex.net/get-eda/3724421/2ad7c3992830f6cedd8507e91432ee01/{w}x{h},
Паста Кальмар в Сливочном Соусе с Крабовым Мясом,ПАСТА КАЛЬМАР РУБ В СЛИВ.СОУСЕ КРАБОВОЕ МЯСО 150ГР,,3.14,,Республика Беларусь,Санта Бремор СП ООО,-899818274,150,гр,ПАСТА КАЛЬМАР РУБ В СЛИВ.СОУСЕ КРАБОВОЕ МЯСО 150ГР,,,,,cb54a3f2-00c7-45db-9537-6709f54a622f,False,https://avatars.mds.yandex.net/get-eda/2796335/2a003e522de93e509b6fb9dcc6769f1c/{w}x{h},
Паста Атлантик Фиш Скумбрия,Паста Атлантик Фиш Скумбрия 140гр,,3.27,,Республика Беларусь,Санта Бремор СП ООО,-899818231,140,гр,Паста Атлантик Фиш Скумбрия 140гр,,,,,73a51808-46b0-4847-9b32-0b080ca73ed9,False,https://avatars.mds.yandex.net/get-eda/1380298/491b5ac6771d87c3d68459126b15e608/{w}x{h},
Масло Бутербродное Креветочное,Масло креветочное Бутербродное 200 г,,3.81,2.29,Республика Беларусь,Санта Бремор СП ООО,-899763082,200,гр,Масло креветочное Бутербродное 200 г,,,,,0316d5c4-5c6a-4a01-903e-dc37866dc7d5,False,https://avatars.mds.yandex.net/get-eda/3667559/91e8a3e21b6e714e4b96d048b53bf73c/{w}x{h},
Паста Атлантик Фиш с Кальмаром,Паста Атлантик Фиш с Кальмаром 140гр,,3.27,,Республика Беларусь,Санта Бремор СП ООО,-895194860,140,гр,Паста Атлантик Фиш с Кальмаром 140гр,,,,,6c52c56f-09ff-4a76-82ac-5ece6b2b3bc3,False,https://avatars.mds.yandex.net/get-eda/3559865/6b11cac3eadf3dce23d58af4d6331481/{w}x{h},
Икра Деликатесная с Копченым Лососем,Икра Деликатесная с Копченым Лососем 180гр,,5.29,,Республика Беларусь,Санта Бремор СП ООО,-899762735,180,гр,Икра Деликатесная с Копченым Лососем 180гр,,,,,c04386a0-085c-43ff-bb76-0a968ff032cc,False,https://avatars.mds.yandex.net/get-eda/3528285/f2c19f09969c74b945426c00c82e6eec/{w}x{h},
Икра Минтая Деликатесная Люкс,Икра Минтая Деликатесная Люкс 90гр,,2.96,,Республика Беларусь,Санта Бремор СП ООО,-899818335,90,гр,Икра Минтая Деликатесная Люкс 90гр,,,,,221d6206-9608-4b06-91cc-934da102108d,False,https://avatars.mds.yandex.net/get-eda/3806023/9b189500115fc34886ae4517b480d02c/{w}x{h},
Икра Горбуши Зернистая Совьет,"ИКРА ГОРБУШИ ЗЕРНИСТАЯ СОВЬЕТ Ж/Б 105Г ",,15.72,,Республика Беларусь,Санта Бремор СП ООО,-899818294,105,гр,"ИКРА ГОРБУШИ ЗЕРНИСТАЯ СОВЬЕТ Ж/Б 105Г ",,,,,9a7c285b-832e-49ed-8023-397a8c6011e7,False,https://avatars.mds.yandex.net/get-eda/3547279/9a9c3bbd0be742a8447ed8d4e41b2aef/{w}x{h},
Икра Деликатесная с Креветкой,Икра Деликатесная с Креветкой 180гр,,5.29,,Республика Беларусь,Санта Бремор СП ООО,-895194138,180,гр,Икра Деликатесная с Креветкой 180гр,,,,,6742509a-3e91-409f-a872-b3a6d473457e,False,https://avatars.mds.yandex.net/get-eda/3106738/768e152d76643e60eea183fc25d1acdb/{w}x{h},
Икра Деликатесная Люкс Трески Пате,Икра Деликатесная Люкс Трески Пате 90гр,,2.98,,Республика Беларусь,Санта Бремор СП ООО,-895195494,90,гр,,,,,,b1ad985b-1ca4-4d3a-b6b3-f845aa6e9a1b,False,https://avatars.mds.yandex.net/get-eda/3506707/186f7f3385faead60c7703590f17c0ed/{w}x{h},
Икра Деликатесная Санта Бремор с Лососем и Авокадо,ИКРА ДЕЛИКАТЕСНАЯ С ЛОСОСЕМ И АВОКАДО 180ГР.,,5.29,,Республика Беларусь,Санта Бремор СП ООО,-899818187,180,гр,ИКРА ДЕЛИКАТЕСНАЯ С ЛОСОСЕМ И АВОКАДО 180ГР.,,,,,3bf40a99-d3ee-44ab-9269-5b8c7215c697,False,https://avatars.mds.yandex.net/get-eda/3547279/c7e67424c406a8c18afc81f0c86bdd6e/{w}x{h},
Икра Минтая Деликатесная Люкс,Икра Минтая Деликатесная Люкс 130гр,,4.41,,Республика Беларусь,Санта Бремор СП ООО,-899818342,130,гр,,,,,,1efa337d-886f-4ec3-b1de-d7edb5bac2fb,False,https://avatars.mds.yandex.net/get-eda/3682162/9f92e1bb8ef5556e8aaef34d3eb49a70/{w}x{h},
Консерва Рыбная Шпроты За Родину,"Шпроты из балтийской кильки. Стерилизованные.
",,3.93,,Россия,"ООО ""РК"" ""За Родину"", Россия, Калинградская обл., 238345, п. Взморье, ул. Заливная, 2А",-895195469,160,гр,"Шпроты из балтийской кильки. Стерилизованные.
",,,,,b751e394-438c-4c38-9bf5-6e489a2baf73,False,https://avatars.mds.yandex.net/get-eda/3806466/4d64b0728a251c369161dbec49e6d2df/{w}x{h},
Консерва Рыбная Тунец Рубленый в Собственном Соку,,,4.87,,Таиланд,"С.П.А. Интернэшнл Фуд Груп Ко ЛТД, Донтоом, 73150, Нахонпатхом, Таиланд",-895194419,185,гр,"Натуральные рыбные консервы стерилизованные.
Тунец (Скипджэк обыкновенный) рубленный  в собственном  соку
",,,,,e1bda2ec-0a0b-41cc-80ad-4d7722bbcd1a,False,https://avatars.mds.yandex.net/get-eda/3507668/596d92d67538a625e23f82401e2745a9/{w}x{h},
Консерва Рыбная Тунец Натуральный Дел Маре,Консерва Рыбная Тунец Натуральный Дел Маре 250гр,,4.34,,Россия,Русский Рыбный Мир ООО,-895195604,250,гр,Консерва Рыбная Тунец Натуральный Дел Маре 250гр,,,,,1cd21f98-798a-42bd-b299-0c3bba9fb55a,False,https://avatars.mds.yandex.net/get-eda/3808326/cd5ab37e1d02d7cda5b0f941cf2a8a77/{w}x{h},
Консерва Рыбная Санта Бремер Сельдь Филе Натуральная,Консерва Рыбная Санта Бремер Сельдь Филе Натуральная 190Г,,4.29,,Беларусь,"СП ""Санта Бремор"" ООО Республика Беларусь, 224025, г. Брест, ул. Катин Бор, 106",-895195504,190,Г,Консерва Рыбная Санта Бремер Сельдь Филе Натуральная 190Г,,,,,14c7df8e-b589-44a9-9b9c-9c29f505d911,False,https://avatars.mds.yandex.net/get-eda/3512826/1a303e5a4d541e5ed572829c2791d9d1/{w}x{h},
Сельдь Филе Матиас Отборное,Сельдь Филе Матиас Отборное 300гр,,5.16,,Республика Беларусь,Санта Бремор СП ООО,-895195523,300,гр,Сельдь Филе Матиас Отборное 300гр,,,,,18d0dc57-2085-454e-ad86-d0e2bdd20390,False,https://avatars.mds.yandex.net/get-eda/3806023/4eaa69d24a510590d69b56d16ed47e6c/{w}x{h},
